,MS_SubClass,MS_Zoning,Lot_Area,Neighborhood,Bldg_Type,1st_Flr_SF,2nd_Flr_SF,SalePrice
29,50,RL,8.99516499031115,NAmes,1Fam,6.51025834052315,5.529429087511423,11.719126295554126
30,20,RL,9.169518377455928,NWAmes,1Fam,7.8336002236611035,-inf,12.535376392672774
31,70,RL,9.344434106456882,Crawfor,1Fam,6.674561391814426,6.586171654854675,12.345834587905333
32,120,RL,9.164191715950203,Veenker,TwnhsE,7.309212365692763,-inf,12.506177237980511
33,20,RL,9.301094735244646,NAmes,1Fam,6.854354502255021,-inf,11.736069016284437
34,20,RL,9.272093768251665,CollgCr,1Fam,7.4489161025442,-inf,12.601487417784837
35,20,RL,9.104979856318357,NAmes,1Fam,7.040536390215956,-inf,11.639558115903595
36,160,RM,7.887959336599945,MeadowV,TwnhsE,6.829793737512425,6.309918278226516,11.751942365440728
37,20,RL,9.371693622333941,NWAmes,1Fam,7.519692404116539,-inf,12.154779351142624
38,20,RL,9.169518377455928,NWAmes,1Fam,7.124478262493424,-inf,12.075394321888057
39,20,RL,9.03931477492408,CollgCr,1Fam,6.897704943128636,-inf,11.891361900690473
40,20,RL,9.204020443231363,Edwards,1Fam,7.135687347028144,-inf,11.901583454762012
41,20,RL,9.53899642739739,NridgHt,1Fam,7.638198244285779,-inf,13.049792684569493
42,85,RL,9.116139576577355,Mitchel,1Fam,7.01211529430638,-inf,12.016726473799254
43,50,RM,9.405084448768694,OldTown,1Fam,6.956545443151569,6.61338421837956,11.786762130599957
44,20,RL,9.323669057283185,Sawyer,1Fam,6.946975992135418,-inf,11.771436160121729
45,70,RL,9.17678358844734,Crawfor,1Fam,6.890609120147166,6.7912214627261855,12.45712704000522
46,50,RL,9.30546871706776,Edwards,1Fam,6.891625897052253,6.429719478039138,11.669929213779893
47,70,RL,8.881836305004146,Crawfor,1Fam,6.7464121285733745,6.478509642208569,11.911701584927597
48,20,RL,9.20230820027892,NAmes,1Fam,6.968850378341948,-inf,11.759785542901755
49,160,RL,7.803026643632217,NridgHt,Twnhs,6.638567789166521,6.759255270663693,11.951180395901384
50,160,FV,8.005700678662542,Somerst,TwnhsE,6.643789733147672,6.628041376179533,12.01974306733868
51,50,RL,8.962391701743002,SWISU,1Fam,7.191429330036379,6.481577129276431,11.813030057420567
52,60,RL,9.722684841711443,NWAmes,1Fam,7.238496840894365,7.238496840894365,12.429216196844383
53,160,RM,7.297091005160418,MeadowV,Twnhs,6.302618975744905,6.302618975744905,11.238488619268468
54,20,RL,9.227197489042606,NAmes,1Fam,7.362010551259734,-inf,11.951180395901384
55,60,RL,9.144627828610801,Sawyer,1Fam,6.4967749901858625,6.535241271013659,11.970350312009105
56,160,FV,7.841492924460013,Somerst,Twnhs,6.396929655216146,6.396929655216146,11.915051671812877
57,20,RL,9.199077179697472,NAmes,1Fam,6.841615476477592,-inf,11.703545824578878
58,20,RL,8.979920411691197,NAmes,1Fam,6.946975992135418,-inf,11.820410164718188
59,60,RL,9.618335609937972,Gilbert,1Fam,6.82001636467413,6.579251212010101,12.061046873479915
60,60,RL,9.372799299673886,NoRidge,1Fam,7.059617628291383,7.00850518208228,12.577636201962656
61,60,FV,9.104979856318357,Somerst,1Fam,7.076653815443951,7.262628600974241,12.623061104072981
62,20,RL,9.90658275744343,ClearCr,1Fam,7.301822342137932,-inf,12.506177237980511
63,50,RM,8.896724917497897,OldTown,1Fam,6.866933284461882,6.659293919683638,11.713823407337118
64,20,RL,9.07680897935166,NAmes,1Fam,7.231287004327616,-inf,11.938193200374572
65,20,RL,9.036225051729327,Mitchel,1Fam,7.02108396428914,-inf,11.898187865760873
66,70,RL,8.294049640102028,Crawfor,1Fam,6.340359303727752,6.274762021241939,11.908340237224891
67,160,RM,8.12058871174027,Edwards,TwnhsE,6.883462586413092,6.595780513961311,11.77528972943772
68,20,RL,9.51892740510786,NridgHt,1Fam,7.496652438168283,-inf,12.826649133255284
69,120,RL,8.0106915391303,Blmngtn,TwnhsE,7.317212408359839,-inf,12.27134527214637
70,20,RL,9.769098649497476,Edwards,1Fam,7.318539548567902,-inf,12.637952459809789
71,20,RL,10.074495349429808,Mitchel,1Fam,7.616775808698373,-inf,12.611537753638338
72,20,RL,9.094929520464856,NAmes,1Fam,7.085064293952548,-inf,11.979799201207037
73,160,RM,7.8328075165248645,Edwards,Twnhs,6.877296071497429,6.6052979209482015,11.831379196088763
74,20,RL,9.069698042173716,Somerst,1Fam,7.38770923908104,-inf,12.354492650648448
75,30,RM,8.74687531957003,IDOTRR,1Fam,6.643789733147672,-inf,11.449453042014655
76,30,RL,9.771611931222546,Sawyer,1Fam,6.77078942390898,-inf,11.56171562913966
77,30,RM,8.752107198329362,BrkSide,1Fam,6.253828811575473,-inf,11.134589024250317
78,90,RL,9.358760377094455,NAmes,Duplex,7.007600613951853,7.063903961472068,11.946654038351252
79,50,RM,8.893984438939794,IDOTRR,1Fam,6.841615476477592,6.499787040655854,11.774135217090894
80,70,RM,8.427487278331744,OldTown,1Fam,6.423246963533519,6.423246963533519,11.643953727376633
81,20,RL,9.765546451422905,StoneBr,1Fam,7.711548979629146,-inf,13.1260306447518
82,50,RM,9.446597562435775,OldTown,1Fam,6.775366090936392,6.29156913955832,11.94405831982697
83,20,RL,9.104979856318357,NAmes,1Fam,6.761572768804055,-inf,11.77528972943772
84,120,RM,8.411832675758411,Mitchel,TwnhsE,7.080867896690782,-inf,11.986049221552207
85,120,RL,8.759825595314295,NridgHt,TwnhsE,7.418180822726788,-inf,12.644617856906528
86,20,RL,9.218606116393214,SawyerW,1Fam,7.090076835776092,-inf,12.127570417375216
87,20,RL,9.495519314209846,NAmes,1Fam,6.833031732786201,-inf,11.790557201568507
88,20,RL,9.169518377455928,NWAmes,1Fam,7.197435354096591,-inf,12.0015054797889
89,160,FV,8.07558263667172,Somerst,TwnhsE,6.396929655216146,6.396929655216146,11.951180395901384
90,80,RL,9.315060682746585,NWAmes,1Fam,7.2633296174768365,-inf,12.117241431823558
91,60,RL,9.635281256585003,CollgCr,1Fam,7.10002716662926,6.659293919683638,12.259613412458204
92,60,RL,9.11701821474481,SawyerW,1Fam,6.625392368007956,6.666956792429207,12.122691036591123
93,90,RL,8.85623355614316,SawyerW,Duplex,7.336285660021297,-inf,11.685684782260491
94,80,RL,9.554780778246572,NAmes,1Fam,7.049254841255837,-inf,12.103486056755072
95,120,FV,8.167068178341237,Somerst,TwnhsE,7.048386408721883,-inf,12.01974306733868
96,80,RL,9.636392113692736,Sawyer,1Fam,7.037027614686276,-inf,11.904967552746252
97,20,RL,8.915969311373605,NAmes,1Fam,6.97914527506881,-inf,11.728036844587175
98,120,RL,8.89740886527095,NridgHt,TwnhsE,7.353081920515432,-inf,12.533576212168626
99,60,RL,9.212238569259263,NoRidge,1Fam,7.213768308118642,7.221105098182496,12.765688433465597
100,20,RL,9.642187721358466,StoneBr,1Fam,7.5411524551363085,-inf,12.866179972011919
101,30,RL,9.115809888129949,Edwards,1Fam,6.405228458030842,-inf,11.362102575235644
102,20,RL,9.697692639556532,Veenker,1Fam,7.421177528595393,-inf,12.577636201962656
103,30,C (all),9.147613542067878,IDOTRR,1Fam,6.680854678790215,-inf,10.691944912900398
104,60,RL,9.409928663668856,Mitchel,1Fam,6.6895992691789665,7.053585727193677,12.2783933071098
105,190,RL,9.481130576757746,NWAmes,2fmCon,7.084226422097916,-inf,11.894780707439258
106,160,FV,7.8826922062890254,Somerst,Twnhs,6.511745329644728,6.5638555265321274,12.013700752882718
107,50,RM,9.050171619823361,OldTown,1Fam,7.416979621381154,6.759255270663693,11.820410164718188
108,20,RL,10.581114921438036,NAmes,1Fam,7.237059026124737,-inf,12.437184366493561
109,160,RL,7.873978379604501,NridgHt,Twnhs,6.638567789166521,6.759255270663693,12.075394321888057
110,70,RM,8.764990330169104,OldTown,1Fam,6.7661917146603505,6.536691597591305,11.918390573078392
111,20,RL,9.420763358881013,NAmes,1Fam,7.259819610363186,-inf,11.848683160653573
112,50,RM,8.738735461363474,BrkSide,1Fam,7.028201432058005,6.09807428216624,12.000891794590137
113,20,RL,9.210340371976184,NAmes,1Fam,7.017506142941256,-inf,11.982929094215963
114,20,RL,9.104979856318357,Sawyer,1Fam,6.492239835020471,-inf,11.065074640365626
115,20,RL,9.313618721429684,NWAmes,1Fam,7.442492722794441,-inf,12.122691036591123
116,20,RL,9.784422445377189,Edwards,1Fam,7.290292882446597,-inf,11.917723684090689
117,120,FV,8.469052816088302,Somerst,TwnhsE,7.401231264413015,-inf,12.611537753638338
118,190,RL,9.2621735206162,ClearCr,1Fam,7.450660796211539,-inf,11.884489021402711
119,60,RL,9.643809676493944,CollgCr,1Fam,6.833031732786201,6.728628613084702,12.352335152508426
120,30,RL,9.540147589478611,Edwards,1Fam,6.903747257584598,-inf,11.589886506106357
121,20,RL,9.07680897935166,NAmes,1Fam,7.091742115095153,-inf,11.695247021764184
122,20,RL,9.204825191288073,Sawyer,1Fam,6.895682697747868,-inf,11.763684183317412
123,30,RM,9.100525505968976,OldTown,1Fam,6.93537044601511,-inf,11.652687407345388
124,50,RM,8.160518247477505,OldTown,1Fam,6.579251212010101,6.335054251498059,11.608235644774552
125,60,RL,10.109362862283819,Veenker,1Fam,7.377133712833954,7.20414929203594,11.918390573078392
126,60,RL,9.111182800442965,Gilbert,1Fam,6.561030665896573,6.561030665896573,12.089538829274222
127,70,RL,9.41897923708751,Crawfor,1Fam,6.8658910748834385,6.476972362889683,12.203569515312056
128,60,RL,9.016512874996026,Gilbert,1Fam,6.70073110954781,6.568077911411976,12.119969946476761
129,80,RM,8.699514748210191,IDOTRR,1Fam,6.9957661563048505,6.335054251498059,11.744037185933616
130,120,RL,7.835579246669965,NPkVill,Twnhs,6.961296045910167,-inf,11.908340237224891
131,60,RL,9.287301413112312,OldTown,1Fam,6.516193076042964,6.516193076042964,11.911701584927597
132,160,RL,7.761744984658913,NPkVill,Twnhs,6.75110146893676,6.398594934535208,11.834284063781393
133,120,RL,9.291551627401006,Veenker,TwnhsE,7.449498005382849,-inf,12.688498794774466
134,30,RL,8.631235907456897,Edwards,1Fam,6.761572768804055,-inf,11.49272275765271
135,160,RM,7.426549072397305,BrDale,Twnhs,6.180016653652572,6.222576268071369,11.546360241056465
136,50,RL,8.754949455098293,Sawyer,1Fam,6.659293919683638,5.480638923341991,11.451050061252142
137,120,RL,8.431635303054591,NridgHt,Twnhs,7.348587530927593,-inf,12.25247901834433
138,60,RL,9.801565562810744,StoneBr,1Fam,7.331714969726466,7.529406457837013,13.20895199837856
139,70,RM,9.464982590349763,OldTown,1Fam,6.659293919683638,6.659293919683638,11.982303898822046
140,20,RL,9.859431166339208,Gilbert,1Fam,6.761572768804055,-inf,11.856515169360305
141,60,RL,9.066239028001926,Gilbert,1Fam,6.915723448631314,6.78105762593618,12.2783933071098
142,20,RL,8.83884181343129,Sawyer,1Fam,6.946975992135418,-inf,11.751942365440728
143,20,RL,9.161675199994901,Edwards,1Fam,7.066466970136958,-inf,11.759785542901755
144,20,FV,9.461332526110132,Somerst,1Fam,7.257002707092073,-inf,12.498428777526835
145,50,RM,8.738735461363474,BrkSide,1Fam,6.8658910748834385,6.0112671744041615,11.755871643580617
146,85,RL,8.895766604056085,Edwards,1Fam,6.20455776256869,7.2633296174768365,12.198544379109382
147,20,RL,9.400133943608838,NWAmes,1Fam,7.259819610363186,-inf,12.075394321888057
148,60,RL,9.085457189829492,CollgCr,1Fam,6.892641641172089,6.75343791859778,12.289954129510877
149,50,RM,8.998878325435811,OldTown,1Fam,6.78897174299217,6.97914527506881,11.915051671812877
150,20,RL,9.278933163441794,NAmes,1Fam,7.02108396428914,-inf,11.910358401381128
151,60,RL,9.683837890476173,StoneBr,1Fam,7.596894438144544,6.775366090936392,13.229567991666638
152,20,RL,9.035986984831405,NAmes,1Fam,7.298445101508147,-inf,11.960811288962345
153,60,RL,9.328123407632566,CollgCr,1Fam,6.856461984594587,6.951772164398911,12.375815420117268
154,20,RL,8.927314111060596,NAmes,1Fam,6.815639990074331,-inf,11.695247021764184
155,20,RL,9.410501846898468,Gilbert,1Fam,7.189922170745808,-inf,12.220961258023925
156,120,RL,8.216358332386156,StoneBr,TwnhsE,7.093404625868766,-inf,11.77528972943772
157,60,RL,9.186047679407139,NAmes,1Fam,6.682108597449809,6.70073110954781,12.031123843065632
158,190,RL,9.19755903761145,BrkSide,2fmCon,6.866933284461882,-inf,11.76756768334381
159,20,RL,9.211439767419483,NAmes,1Fam,7.119635638017636,-inf,11.80894766169701
160,30,RL,10.140099989797301,Sawyer,1Fam,7.255591274253665,-inf,11.626254150277232
161,60,RL,9.0918946167697,SawyerW,1Fam,6.852242569051878,6.831953565565855,12.240474072247506
162,90,RM,8.006367567650246,OldTown,Duplex,6.992096427415888,6.946975992135418,11.042921835724492
163,160,RL,7.803026643632217,NridgHt,Twnhs,6.638567789166521,6.759255270663693,11.944707881395766
164,20,RL,8.867850063029406,NAmes,1Fam,6.704414354964107,-inf,11.77452020265869
165,160,RM,7.860185057472165,MeadowV,TwnhsE,6.284134161070802,6.3561076606958915,11.350406535472453
166,50,RM,8.648221453822641,OldTown,1Fam,6.349138991379798,6.289715570908998,11.66907414746016
167,160,RL,7.735870319952567,NPkVill,Twnhs,6.75110146893676,6.373319789577012,11.908340237224891
168,190,RL,9.407550541263888,Edwards,2fmCon,6.51025834052315,5.529429087511423,11.289781913656018
169,85,RL,8.909235279192261,Sawyer,1Fam,7.026426808699636,-inf,11.931635799828413
170,20,RL,9.087268374386188,Edwards,1Fam,6.899723107284872,-inf,11.956912324065804
171,50,RL,9.088172738001974,BrkSide,1Fam,6.62273632394984,6.436150368369428,12.013700752882718
172,20,FV,9.128587870103924,Somerst,1Fam,7.1049654482698426,-inf,12.228323254464993
173,70,RL,9.156939595249067,NAmes,1Fam,6.78897174299217,6.628041376179533,11.894780707439258
174,20,RL,9.382611592916636,NWAmes,1Fam,7.3783837129967145,-inf,11.964001084330445
175,70,RM,9.287301413112312,OldTown,1Fam,7.180069874302796,7.074963197966044,12.122691036591123
176,60,RL,8.969669103793757,Gilbert,1Fam,6.693323668269949,6.553933404025811,12.118333731222167
177,20,RL,9.360138737064577,Sawyer,1Fam,6.9957661563048505,-inf,11.842229212112828
178,60,RL,9.263122557415151,NoRidge,1Fam,7.1891677384203225,6.996681488176539,12.739637756265655
179,160,RM,7.426549072397305,BrDale,Twnhs,6.180016653652572,6.222576268071369,11.472103470449973
180,20,RM,9.05321861620397,Edwards,1Fam,7.02197642307216,-inf,11.84939770159144
181,20,RM,8.91018077801329,OldTown,1Fam,7.119635638017636,-inf,11.91638857040772
182,20,RL,9.224243277145174,NWAmes,1Fam,6.97914527506881,-inf,11.941455846009388
183,20,A (agr),9.5876803163585,IDOTRR,1Fam,6.597145701886651,-inf,9.480367509189243
184,60,RL,9.006754319877503,CollgCr,1Fam,6.784457062637643,6.784457062637643,12.323411137947407
185,20,FV,8.922658299524402,Somerst,1Fam,7.143617602704121,-inf,12.078239274020289
186,50,RL,9.275940829060131,NoRidge,1Fam,7.663407664893479,6.610696044717759,12.560244459250788
187,20,RL,9.632728147280256,Somerst,1Fam,7.288927694521257,-inf,12.552926520261092
188,60,RL,9.560997243589352,NAmes,1Fam,7.103322062526113,6.846943139585379,12.328290278254423
189,60,RL,9.428511581663834,StoneBr,1Fam,7.142036574706803,7.179307969504034,12.799175708864519
190,60,RL,9.68178046900788,StoneBr,1Fam,7.254177846456518,7.232733136177615,13.033197681535283
191,20,RL,9.906682443432647,ClearCr,1Fam,7.463363045520021,-inf,12.538967060803502
192,20,RL,9.19207456316929,Mitchel,1Fam,7.356918242356021,-inf,12.185869938212655
193,20,RL,9.249561085129464,NWAmes,1Fam,7.222566018822171,-inf,11.931635799828413
194,90,RL,9.362460420037015,NAmes,Duplex,7.198931240688173,7.16703787691222,12.206072645530174
195,20,RL,9.36263218231844,CollgCr,1Fam,7.371489295214277,-inf,12.594391594803367
196,20,RL,8.899457906353966,SawyerW,1Fam,7.27931883541462,-inf,12.32048556427219
197,50,RL,8.96469555531546,Edwards,1Fam,6.740519359606223,6.198478716492308,11.429543856031177
198,60,RL,9.106977858981029,Gilbert,1Fam,6.590301048196686,6.590301048196686,12.09815330331068
199,20,RL,9.508368736482108,NridgHt,1Fam,7.779885115070522,-inf,12.864240107194092
200,180,RM,7.334981878871814,MeadowV,Twnhs,6.272877006546167,6.135564891081739,11.575900264131617
201,60,FV,9.305923241869912,Somerst,1Fam,6.933423025730715,6.8885724595653635,12.644327576461329
202,60,RL,9.28637505825218,NoRidge,1Fam,7.010311867307229,7.152268856032539,12.437184366493561
203,75,RL,8.871785969150645,Crawfor,1Fam,6.822197390620491,6.590301048196686,12.007621706806335
204,60,RL,8.950662495933999,Gilbert,1Fam,6.590301048196686,6.590301048196686,12.087255325185739
205,50,RM,8.738735461363474,BrkSide,1Fam,6.306275286948016,6.198478716492308,11.727230067617233
206,70,RL,10.017708696626151,Crawfor,1Fam,7.222566018822171,7.134093721192866,12.384218830913648
207,20,RL,9.635608107380527,Mitchel,1Fam,7.142036574706803,-inf,12.037653993905211
208,120,RL,8.069655306886165,Blmngtn,TwnhsE,7.350516171833998,-inf,12.363076394339839
209,85,RL,9.144200569471638,Mitchel,1Fam,7.160069207596127,-inf,12.061046873479915
210,20,RL,9.327323087461798,NAmes,1Fam,6.911747300251674,-inf,11.911701584927597
211,20,RL,9.133459327640225,SawyerW,1Fam,7.057897937411856,-inf,12.043553716032399
212,20,FV,8.98632143762602,Somerst,1Fam,7.269616749608169,-inf,12.323855681186558
213,20,RL,9.131188933670746,Sawyer,1Fam,6.866933284461882,-inf,11.883799128308773
214,20,RL,9.214730720277476,Edwards,1Fam,7.086737934510577,-inf,11.877568578558138
215,120,RL,8.065265208897733,Blmngtn,TwnhsE,7.1459844677143876,-inf,12.165250651009918
216,20,RL,8.939318740417509,NAmes,1Fam,6.93828448401696,-inf,11.887931365593685
217,50,RL,8.854807632616227,OldTown,1Fam,6.104793232414985,5.605802066295998,11.372513311253483
218,20,RL,9.405907155520158,NAmes,1Fam,7.316548177182976,-inf,11.915051671812877
219,30,RL,8.74909824839902,Crawfor,1Fam,6.860663671448287,-inf,11.693161515273161
220,60,RL,9.087720658428273,CollgCr,1Fam,6.620073206530356,6.620073206530356,12.066235700342375
221,20,RL,9.274159884689137,NAmes,1Fam,6.956545443151569,-inf,11.824079893607152
222,160,RL,9.480978009818704,StoneBr,1Fam,7.639642287858013,6.410174881966167,12.506177237980511
223,20,RL,9.51044496442652,ClearCr,1Fam,7.132497551660044,-inf,12.367340793126296
224,80,RL,8.955448122347393,Gilbert,1Fam,6.651571873589727,6.486160788944089,11.957611286231675
225,20,RL,9.429475901892854,SawyerW,1Fam,7.01571242048723,-inf,11.938193200374572
226,120,RM,8.411832675758411,Mitchel,TwnhsE,7.1098794630722715,-inf,12.013700752882718
227,60,RL,9.323490469908839,StoneBr,1Fam,7.033506484287697,7.222566018822171,12.691580461311874
228,190,RL,8.73568594451502,Crawfor,2fmCon,6.633318433280377,6.38856140554563,11.84939770159144
229,80,RM,9.487972108574462,IDOTRR,1Fam,7.311218384419629,6.680854678790215,12.218495165528731
230,120,RL,9.078978053779355,NridgHt,TwnhsE,7.43955930913332,-inf,12.813917896253697
231,80,RL,9.230142999272362,Timber,1Fam,7.319202458767849,-inf,12.072541252905651
232,70,RL,9.164296433474776,Crawfor,1Fam,6.8679744089702925,6.628041376179533,11.84939770159144
233,20,RL,9.242904362849446,Timber,1Fam,7.122866658599083,-inf,12.066810578196666
234,80,RL,9.168163293076997,Gilbert,1Fam,7.061334366910438,-inf,12.154779351142624
235,70,RM,9.20029003612268,OldTown,1Fam,6.638567789166521,6.551080335043404,11.76756768334381
236,20,RL,9.99888863729938,NAmes,1Fam,7.409741954080923,-inf,12.206072645530174
237,60,RL,9.472704636443673,NAmes,1Fam,7.074963197966044,6.866933284461882,12.173032791451973
238,20,RL,9.017968479328726,NAmes,1Fam,6.9957661563048505,-inf,11.884489021402711
239,50,RL,9.008224187854049,Crawfor,1Fam,7.022868086082641,6.3080984415095305,12.292250341771226
240,20,RL,9.396653950039674,Edwards,1Fam,7.305188215393037,-inf,11.813030057420567
241,20,RL,9.292657414465397,NAmes,1Fam,7.392647520721623,-inf,11.894780707439258
242,120,RL,8.932872621931374,NridgHt,TwnhsE,7.216709486709457,-inf,12.17921519136029
243,20,FV,8.922658299524402,Somerst,1Fam,7.1049654482698426,-inf,12.347346487886606
244,30,RM,8.719317375506371,OldTown,1Fam,6.97354301952014,-inf,11.603679828238693
245,20,RL,10.068154174091362,Mitchel,1Fam,7.393263094763838,-inf,12.398756989359676
246,160,RL,8.576593534697684,StoneBr,TwnhsE,6.96979066990159,6.555356891810665,12.384218830913648
247,20,RL,8.998631198287637,NAmes,1Fam,6.956545443151569,-inf,11.957611286231675
248,20,RL,9.058703197313223,NAmes,1Fam,6.810142450115136,-inf,11.59917655301345
249,50,RM,9.311722986264785,IDOTRR,1Fam,6.461468176353717,-inf,11.128791227563893
250,60,RL,9.386727689281946,NoRidge,1Fam,7.1316985104669115,7.1308988302963465,12.577636201962656
251,20,RL,9.20029003612268,NAmes,1Fam,7.097548850614793,-inf,11.976659481202368
252,70,RL,8.493310250952906,BrkSide,1Fam,6.115892125483034,6.115892125483034,11.37366339763672
253,20,RL,9.343384145733948,CollgCr,1Fam,7.3783837129967145,-inf,12.513557345278134
254,20,RL,9.079320109537779,CollgCr,1Fam,7.197435354096591,-inf,12.196022309676673
255,50,RM,8.93958096672031,OldTown,1Fam,6.9985096422506015,6.329720905522696,11.688255974575329
256,20,RL,9.028218795184895,Edwards,1Fam,7.024649030453636,-inf,11.440354772135393
257,60,RL,9.014325488050225,Gilbert,1Fam,6.915723448631314,6.784457062637643,12.331603367977383
258,190,RL,9.270023374137356,OldTown,2fmCon,6.921658184151129,6.529418838262226,11.461632170582678
259,50,RM,8.699514748210191,BrkSide,1Fam,6.659293919683638,6.455198563340122,11.848683160653573
260,30,RL,8.584851839890053,BrkSide,1Fam,7.174724309836376,-inf,11.245046019814627
261,30,RL,8.594154232552366,OldTown,1Fam,6.51025834052315,-inf,11.372513311253483
262,20,RL,9.796959689126295,Mitchel,1Fam,7.05617528410041,-inf,11.934919875029603
263,20,RL,9.161150127785412,Edwards,1Fam,6.835184586147301,-inf,11.502875129116727
264,30,RL,8.58110651715989,BrkSide,1Fam,6.56244409369372,-inf,11.320553572322773
265,120,RL,8.988695696785708,SawyerW,TwnhsE,7.362010551259734,-inf,12.096257779522967
266,20,RL,9.104979856318357,Sawyer,1Fam,6.9650803456014065,-inf,11.867097278690842
267,20,RL,9.567944883732848,Sawyer,1Fam,6.912742820493176,-inf,11.656159633056136
268,60,FV,8.860782895806315,Somerst,1Fam,6.963189985870238,6.77078942390898,12.328290278254423
269,160,FV,8.064636475774222,Somerst,TwnhsE,6.253828811575473,6.396929655216146,11.87862357740665
270,60,RL,9.708141544619421,NridgHt,1Fam,7.4977617006225685,6.786716950605081,12.821258284620408
271,20,RL,9.46397433028839,Mitchel,1Fam,6.725033642166843,-inf,11.917723684090689
272,60,RL,9.653614941479894,Gilbert,1Fam,6.590301048196686,6.590301048196686,12.059803326028716
273,20,RL,8.881836305004146,NAmes,1Fam,6.761572768804055,-inf,11.76756768334381
274,20,RL,9.743494841225237,NWAmes,1Fam,7.368970402194793,-inf,12.106252310247962
275,80,RL,9.210340371976184,NAmes,1Fam,7.222566018822171,-inf,11.904967552746252
276,20,RL,8.99342737041261,Edwards,1Fam,6.81783057145415,-inf,11.672063686308526
277,120,RL,8.065265208897733,Blmngtn,TwnhsE,7.349230824613334,-inf,12.167851432709975
278,160,RM,7.575584651557793,Blueste,Twnhs,6.573680166960646,6.733401891837359,11.925035115797062
279,20,RL,8.948975607841776,CollgCr,1Fam,6.782192056006791,-inf,11.630708500626612
280,30,RL,9.074635189810808,BrkSide,1Fam,7.062191632286556,-inf,11.877568578558138
281,120,RL,9.015784277513886,NridgHt,TwnhsE,7.495541943884256,-inf,12.823868388846332
282,160,RL,7.731930721948486,NPkVill,Twnhs,6.75110146893676,6.398594934535208,11.917723684090689
283,60,RL,9.097731427593528,CollgCr,1Fam,6.7226297948554485,6.720220155135295,12.180754837545884
284,80,RL,9.118773178450692,Gilbert,1Fam,6.699500340161678,6.507277712385012,12.00701176473192
285,20,RL,9.312445594913337,ClearCr,1Fam,7.3277805384216315,-inf,12.111761966058932
286,20,RL,9.505841793480096,Timber,1Fam,7.618742377670413,-inf,12.92391243868049
287,20,RL,9.311994025702683,Mitchel,1Fam,7.374629015218945,-inf,11.931635799828413
288,60,RL,8.961879012677683,SawyerW,1Fam,6.792344427470809,6.678342114654332,12.122691036591123
289,90,RM,8.862200330487287,Mitchel,Duplex,7.203405521083095,-inf,12.237086699059343
